article_body,category,date_posted,title
"The vaccines, both developed with new technology known as messenger RNA (mRNA), represent powerful tools to fight a pandemic that has infected 54 million people worldwide and killed 1.3 million.,Unlike Pfizer's vaccine, Moderna's shot can be stored at normal fridge temperatures, which should make it easier to distribute, a critical factor as COVID-19 cases are soaring, hitting new records in the United States and pushing some European countries back into lockdowns.,""We are going to have a vaccine that can stop COVID-19,"" Moderna President Stephen Hoge said in a telephone interview.,Moderna's interim analysis was based on 95 infections among trial participants who received the vaccine or a placebo. Only five infections occurred in volunteers who received the vaccine mRNA-1273, which is administered in two shots 28 days apart.,""The vaccine is really the light at the end of the tunnel,"" Dr. Anthony Fauci, the top U.S. infectious diseases expert said. He urged Americans not to let their guard down and to continue washing hands and being vigilant about social distancing.,Even with fast authorization, the vaccines will not come in time for most people celebrating the U.S. Thanksgiving and end-of-year holidays, when families and friends come together - just the types of gatherings public health officials warn against.,Moderna expects to have enough safety data required for U.S. authorization in the next week or so and expects to file for emergency use authorization (EUA) in the coming weeks.,(For graphic on U.S. biotech shares: ),Moderna's data provide further validation of the promising but previously unproven mRNA platform, which turns the human body into a vaccine factory by coaxing cells to make virus proteins that the immune system sees as a threat and attacks.,Moderna expects the vaccine to be stable at normal fridge temperatures of 2 to 8 degrees Celsius (36 to 48°F) for 30 days and it can be stored for up to 6 months at -20C.,Pfizer's vaccine must be shipped and stored at -70C, the sort of temperature typical of an Antarctic winter. It can be stored for up to five days at standard refrigerator temperatures, or for up to 15 days in a thermal shipping box.,The data from Moderna's trial involving 30,000 volunteers also showed the vaccine prevented cases of severe COVID-19, a question that still remains with the Pfizer vaccine. Of the 95 cases in Moderna's trial, 11 were severe and all 11 occurred among volunteers who got the placebo.,Moderna, part of the U.S. government's Operation Warp Speed program, expects to produce about 20 million doses for the United States this year, millions of which the company has already made and is ready to ship if it gets FDA authorization.,""Assuming we get an emergency use authorization, we'll be ready to ship through Warp Speed almost in hours,"" Hoge said. ""So it could start being distributed instantly."",The 95 cases of COVID-19 included several key groups who are at increased risk for severe disease, including 15 cases in adults aged 65 and older and 20 in participants from racially diverse groups.,""We will need much more data and a full report or publication to see if the benefit is consistent across all groups, notably the elderly, but this is definitely encouraging progress, said Stephen Evans, professor of pharmacoepidemiology, London School of Hygiene & Tropical Medicine.,The trials were designed to measure whether the vaccines stop people from getting sick rather than whether they prevent transmission, which remains to be tested.,""It is likely that vaccines that prevent symptomatic disease will reduce the duration and level of infectiousness, and thus reduce transmission, but we don't yet know if this effect will be large enough to make any meaningful difference to the spread of the virus within communities,"" said Eleanor Riley, professor of immunology and infectious disease at the University of Edinburgh.,Most side effects were mild to moderate. A significant proportion of volunteers, however, experienced more severe aches and pains after taking the second dose, including about 10% who had fatigue severe enough to interfere with daily activities while another 9% had severe body aches. Most of these complaints were generally short-lived, Moderna said.,""These effects are what we would expect with a vaccine that is working and inducing a good immune response,"" said Peter Openshaw, professor of experimental medicine at Imperial College London.,The U.S. government, faced with the world's highest known number of COVID-19 cases, could have access next year to more than 1 billion doses from Moderna and Pfizer, more than needed for the country's 330 million residents.,The Trump Administration has mainly relied on the development of vaccines and treatments as its response to the pandemic. Moderna has received nearly $1 billion in research and development funding from the U.S. government and has a $1.5 billion deal for 100 million doses. The government has an option for another 400 million doses.,The company hopes to produce between 500 million and 1 billion doses in 2021, split between its U.S. and international manufacturing sites, depending in part on demand.,Other countries such as China and Russia have already begun vaccinations. Russia licensed its Sputnik-V COVID-19 vaccine for domestic use in August before it started large-scale trials. It said on Nov. 11 that its vaccine was 92% effective based on 20 infections in its large trial.",Healthcare & Pharma,2020-11-17,We can stop COVID-19: Moderna vaccine success gives world more hope
"BP is also reviewing the organizational structure at its Whiting, Indiana, oil refinery 28 miles (45 km) southeast of Chicago.,BP's U.S. Pipelines and Logistics office is located in Chicago and the company has a technology campus in the nearby suburb of Naperville, Illinois.,In June, BP Chief Executive Bernard Looney said the company would cut up to 10,000 jobs, or 15% of its 70,000-person workforce, worldwide.,In October, Reuters reported only 2,500 people had taken voluntary severance packages offered by BP and 7,500 people worldwide would have to be laid off.",Energy & Environment,2020-11-17,BP files notices of possible worker layoffs in Chicago area
"The dividend totaling $4.4 billion would be funded through existing cash. It will be paid on Dec. 11 and is the company's fourth such payout in eight years.,Higher demand for fresh produce, appliances and gardening and sporting goods has helped the warehouse chain record growing sales and traffic at its stores, where customers typically buy items in bulk at lower prices.",Business News,2020-11-16,Supermarket chain Costco declares special dividend of $10 per share
"PARIS (Reuters) - Air cargo operators may struggle to distribute new COVID-19 vaccines effectively unless pandemic travel restrictions are eased, global airlines cautioned on Monday.,The warning came in vaccine transport guidelines issued by the International Air Transport Association (IATA), which is pushing governments to replace travel curbs and quarantines with testing.,""If borders remain closed, travel curtailed, fleets grounded and employees furloughed, the capacity to deliver life-saving vaccines will be very much compromised,"" the IATA document said.,Widespread grounding of passenger flights that normally carry 45% of global cargo in their holds has taken out capacity, thinning the air freight network and driving up prices.,Existing immunisation campaigns have struggled with the partial shutdown. The World Health Organisation and UNICEF ""have already reported severe difficulties in maintaining their planned vaccine programmes during the COVID-19 crisis due, in part, to limited air connectivity,"" IATA said.,Vaccines will need to be shipped to developing countries reliant on passenger services for cargo, IATA's head of cargo Glyn Hughes told Reuters. Even in industrialised states, vaccine dispersal may be a tighter bottleneck than production, requiring shipments to secondary airports on passenger jets.,In preparation for the challenge of mass vaccine distribution, governments should move to reopen key passenger routes backed by robust testing, the airline body argues.,""There are several more months for governments to go through the planning cycle,"" Hughes said, leaving enough time to ""get passenger networks safely resumed, looking at safe travel corridors (and) mutual acceptance of testing procedures.""",Aerospace and Defense,2020-11-16,"Travel restrictions challenge vaccine rollout, airlines warn"
"""We are not in any discussion or consideration of changing the capital structure in our partner companies. We are moving ahead with many projects,"" Ashwani Gupta said in an interview at the Reuters Automotive Summit teleconference.,He spoke after Bloomberg News reported earlier, citing unidentified sources, that Nissan was considering selling its 34% stake in Mitsubishi Motor to help it cope with the slump in demand caused by the COVID-19 pandemic.,At Monday's closing price in Tokyo, Nissan's stake in Mitsubishi Motors was worth 102.2 billion yen ($975.8 million).,Nissan shares rose 5% on the Bloomberg report, while Mitsubishi Motors, which said it would continue to collaborate with its alliance partner, gained 3%.,Nissan, which is 43% owned by Renault, last week cut its operating loss forecast for the year to March by 28%, helped by a rebound in demand, especially in China.,Mitsubishi Motors, Japan's No.6 automaker, expects to post an operating loss of 140 billion yen for its business year.,Both companies are cutting production levels and costs in a bid to return to profitability.",Autos,2020-11-16,Nissan says 'absolutely not' in talks about Mitsubishi stake sale
"The German carmaker's investment will be in projects across the model range made in Slovakia and will create 2,000 jobs in the coming years, personnel chief Sebastian Krapoth said.,The auto industry, led by Volkswagen and three other car makers, is the backbone of Slovakia's manufacturing and export sectors.,Skoda had announced on Friday that production of its higher-end model, Superb, would move to Slovakia. The Superb and Passat share the same platform and many parts.,That followed cancellation of plans to source production in Turkey. It also upset unions at Volkswagen's Czech unit, Skoda Auto, home to the Superb brand over the past two decades.,""Total investments for Bratislava are being planned in the range of 1 billion euros,"" Gruenberg told a news conference broadcast live on television. ""It is an investment across the entire model range at Volkswagen Slovakia."",He said the plan will not add overall production capacity at the plant, which made 377,750 cars last year. The plant, which mostly produced top-end models such as the Audi Q7 and Porsche Cayenne, exports more than 99% of its output.",Autos,2020-11-16,Volkswagen to invest 1 billion euros in Slovakia plant
"Huachen, owned by the government of Liaoning province, said it was uncertain if it would be able to enter restructuring, in a statement on the website of interbank bond market clearing house China Central Depository & Clearing Co.,The company said that if the court was unable to approve a restructuring plan, or if the approved plan could not be executed, the court would terminate the restructuring process and declare the company bankrupt.,Huachen defaulted on a 1-billion-yuan ($151.88 million) bond last month, joining a growing number of delinquent state firms in a development that hit investor confidence and roiled China's credit bond market.,Huachen faces the prospect of restructuring after Gezhi Automobile Technology Co filed an application to the Shenyang Intermediate People's Court for restructuring of Huachen, Hong Kong-listed Brilliance Auto said in an exchange filing on Sunday. It remains uncertain whether the restructuring application will be accepted by the court, it said.,The latest clutch of defaults, which Goldman Sachs noted are bigger and include more state-owned enterprises than last year, highlights that close attention is needed to avoid being caught in the credit cleanup.,Bondholders see a bankruptcy restructuring by Huachen to be unfavourable as they will likely end up getting little out of the process.,Huachen's bankruptcy would have little impact on the operation of Brilliance but could upset plans for an expected privatisation, Daiwa Capital Markets said in a note to clients.,Reuters reported in September that Chinese state-backed investors are considering taking Brilliance private, citing people familiar with the matter.,($1 = 6.5842 Chinese yuan renminbi)",Autos,2020-11-16,Creditors of parent of BMW's Chinese JV partner apply for company restructuring
"The European banking sector is too fragmented but cross-border mergers will not be attractive until the banking union is completed, he said at a banking conference.",Business News,2020-11-16,"Deutsche Bank CEO says focusing on restructuring in 2021, not mergers"
"DUBAI (Reuters) - Saudi Aramco this year extended the maturity of two revolving credit facilities it took in 2015, meaning those loans worth a total of $8 billion will be available through March 2022, a bond prospectus showed.,Aramco said on Monday it plans to issue multi-tranche U.S. dollar-denominated bonds, as the world's largest oil company seeks to raise cash amid weak global oil demand and lower oil prices.,The prospectus showed that in June this year the oil giant amended certain agreements regarding one of the two revolving loans, a $6 billion conventional credit facility, to incorporate a $2 billion ""swingline"" sub-facility to support the establishment of a U.S. commercial paper programme. No debt had been issued under the programme as of Sept. 30, the prospectus said.,Swingline loans are aimed at supporting a borrower's short-term cash management needs.,Aramco had an unused balance of $10 billion under its revolving credit facilities as of end-2019, the document said.,As of Sept. 30, Aramco had $135.55 billion in total borrowings, up from $46.82 billion at the end of 2019, the prospectus showed, a jump largely explained by its acquisition of a 70% stake in Saudi Basic Industries Corp (SABIC).,The prospectus also confirmed Aramco took a $10 billion loan in May that was previously reported by Reuters. The loan matures on May 6, 2021, but Aramco has the option to extend it for a year. As of Sept. 30, the loan had been fully utilised.",Energy & Environment,2020-11-16,Aramco extended $8 billion revolving loans this year: bond prospectus
"Nissan shares rose 5% on the news. Mitsubishi Motors was up 3%.,""There are no plans to change the capital structure with Mitsubishi,"" a Nissan company spokeswoman told Reuters in an emailed statement. A Mitsubishi Motors spokesman said the same, adding the company would continue to collaborate within the alliance.,Renault did not immediately respond to an email seeking comment.,Such a deal would fundamentally alter a three-way partnership built by Carlos Ghosn, former chairman of the alliance, which plunged into confusion when he was arrested in 2018 on charges of financial misconduct.,Ghosn had wanted a full merger of Renault and Nissan, which was shelved, according to Reuters sources, as the companies decided to fix the troubled alliance. The pandemic has, however, compounded problems and made a recovery hard.,Nissan, which is 43% owned by Renault, last week cut its operating loss forecast for the year to March by 28%, helped by a rebound in demand, especially in China. Mitsubishi Motors, Japan's No.6 automaker, expects to post an operating loss of 140 billion yen for the business year.,Both companies are cutting production levels and costs in a bid to return to profitability.,(This story has been refiled to correct lead paragraph to add dropped word ""of"")",Autos,2020-11-16,Nissan explores possible sale of 34% stake in Mitsubishi Motors: Bloomberg
"WASHINGTON (Reuters) - Alphabet Inc's Google and the U.S. Justice Department have failed to reach agreement over a protective order for third parties like Microsoft that provided data to the government for its lawsuit against the search and advertising giant.,Google is pressing for two in-house attorneys to have access to the confidential data while the Justice Department and state attorneys general involved in the lawsuit have disagreed, Google said in a court filing on Friday.,Google stated it needed the information to prepare an effective defense. It offered to ensure that any confidential information would be made available solely to two in-house attorneys at the offices of Google's outside counsel or in another secure manner, adding that it would promptly report any disclosure.,The government said in a separate filing that allowing Google's staff attorneys to review ""strategic plans related to rival voice assistants, and other commercially sensitive information"" was dangerous because they could misuse the information to squash potential competition.,The government also said that highly confidential files in the last big technology antitrust case, which involved Microsoft Corp about 20 years ago, were only available to the company's outside counsel.,The companies whose documents are in dispute in the Google case also include Oracle Corp, AT&T Inc, Amazon.com, Comcast Corp and others. They have until next Friday to make their proposals for the terms of a protective order.,Judge Amit Mehta of the U.S. District Court for the District of Columbia is hearing the Justice Department's case against Google. The government sued Google in October, accusing the $1 trillion company of illegally using its market muscle to hobble rivals in the biggest challenge to the power and influence of Big Tech in decades.",U.S. Legal News,2020-11-16,Google at odds with U.S. over protective order for firms tied to lawsuit
"The British company was hit by the loss of roaming revenue as international travel was curtailed by the pandemic, resulting in a 0.4% drop in group service revenue in the second quarter.,Excluding roaming, service revenue grew 1.5%, the company said, helped by rises in its European contract customer base to 65 million and its broadband customers to 25.4 million, and speed-tiered unlimited data mobile plans in nine markets.,Chief Executive Nick Read said the results underlined ""increased confidence"" in the outlook and demonstrated progress in increasing customer loyalty, growing its fixed broadband base and delivering 5G efficiently through network sharing.,""Overall I'm pleased with pace and performance against our plan,"" he told reporters on Monday.,Vodafone put numbers on its adjusted core earnings target for the year to end-March: 14.4 billion euros to 14.6 billion euros, compared to 14.5 billion euros for the previous year.,It had previously said they would be ""flat to slightly down"". Analysts were forecasting 14.37 billion euros.,Shares rose as much as 4% to 125 pence, the highest level since late July.,Vodafone, which plans to list the spin-out of its towers business in Frankfurt early next year, also confirmed its full-year free cashflow guidance of at least 5 billion euros before spectrum and restructuring costs on Monday.,Read said more details on the IPO plan would be given to investors on Tuesday.,""We have done a significant amount of work with Tef (Telefonica) and it is our intention ultimately to roll our stake in CTIL into Vantage Towers, ideally ahead of the IPO,"" he said.,For the six months to the end of September, Vodafone reported adjusted earnings of 7.0 billion euros, down 1.9%, on a 2.3% drop in group revenue to 21.4 billion euros.",Media and Telecoms,2020-11-16,Vodafone increasingly confident after resilient first half
